sentence	sentence_id	locale	reason
چکار قراره بکنم من الان؟	36c7bf6cda7c6c92c4110c765f88d64a081a8c6b78debbd7aa34ed43ec77266f	ar	different-language
خَيْرٌ مِنْ بَاكٍ مُدِلٍّ عَلَى رَبِّهِ	594b0743f0244df74faae3e745d99c4b1b2e9c2d468d94cdffa64791bcb32ebb	ar	difficult-pronounce
خَيْرٌ مِنْ بَاكٍ مُدِلٍّ عَلَى رَبِّهِ	594b0743f0244df74faae3e745d99c4b1b2e9c2d468d94cdffa64791bcb32ebb	ar	grammar-or-spelling
القضيب هو أحد أعضاء الجهاز التناسلي الذكري.	591181945a455d29bb367f90ba0f68fa63249ea216fd3fb53c7f2a712cae630d	ar	difficult-pronounce
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	f86d9afa328ba1d6563a69d1ef0f4af80f7ac9419af6603b7e7a57c93d8dfef6	ar	different-language
نحن أخذناه إلي المستشفي.	4f73a713ea5e9b8a2c93a0bbc057ca776bb09d7a9f036803cb3b4ffe8f78c6e1	ar	grammar-or-spelling
وَهُمْ مُخْتَصُّونَ مَعَ سَلَامَةِ أَحْوَالِهِمْ بِخُلُقَيْنِ أَحَدُهُمَا لَازِمٌ ، وَالْآخَرُ مُنْتَقِلٌ	5ea8c12ac02d947e122b718bdfafdbddfb9a538f037b6c722cc7da782bc0c9a2	ar	difficult-pronounce
چکار قراره بکنم من الان؟	36c7bf6cda7c6c92c4110c765f88d64a081a8c6b78debbd7aa34ed43ec77266f	ar	different-language
ودت طائفة من أهل الكتاب لو يضلونكم وما يضلون إلا أنفسهم وما يشعرون	5e1be4a6e96d24060b4fa0e48ab43ded5d7ed3cdea0951d67885233253ae1407	ar	difficult-pronounce
قتلت بتي أمه.	4c22952b49a90690c476b20323979fe1b1382cb989d00ee885def16f8986db3a	ar	difficult-pronounce
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	37509f406718034d259038a86c2ca86b24871bffb6b7be733a2695e660e4384a	ar	different-language
وَقَالَ بَعْضُ الْبُلَغَاءِ مَنْ بَلَغَ أَشُدَّهُ لَاقِي مِنْ الْعِلْمِ أَشُدَّهُ	4ed02c19e209c5e3a961a8f37a1439f8fd4159b41875b78b2075d881823eddc8	ar	grammar-or-spelling
احاط محتوى المحاضرة طيفاً واسعاً من الافكار.	5d5a5c26213a92c5b7be92c3e70ad48a9f0445be20fe8e30992dba660691f5db	ar	grammar-or-spelling
تدربتْ على نطقها للإنجليزية أمس.	5e69ef00dee90594371eb6fb95d7d2f778a5ef0acacde150bee1a6f3a1f599cb	ar	grammar-or-spelling
ماتت سمكة ميناد	607e4ffc2ad58312a398ed5d8561d204aaf25b2e365273c3d3c7d620e336ff36	ar	grammar-or-spelling
ما مدي قوه صداع رأسك	60644c00661ebe283b0cc7f2a233b0d661b4528be0c2fc2f81986a55d914d07c	ar	grammar-or-spelling
هو مجنون بشأن كره القدم	5edd1a628d2ea64dc06040f99ce75ee152ccd15595f161fb9959b24b9a8e63e7	ar	grammar-or-spelling
ماذا للعشاء؟	5fc6bd912042097fc4a12bc0160e8d1e273b4936e3d01d89adb150d493f29f31	ar	grammar-or-spelling
لماذ هرب؟	5db10908858fc05348723bf04c6a507dfe156f1e21370d49d70669894a9343c2	ar	grammar-or-spelling
آن آدم جوان چیز زیادی درمورد مملکت ‌ اش نمی ‌ داند.	1e640df424e9d9df642e039c5ec1b09e33c99a6e717c83f8b11eeefcefb37a6d	ar	different-language
انها سرقه.	63893eec906fb9c71f00ea006e1fc638c609c3f6bbb1f6319775c0d28f972198	ar	grammar-or-spelling
"توفر "" شتوكا "" الصوتَ لجمل تتويبا."	62beea7379bc841ddcc8c3d404ea6aa34a91d46fe92901a736c2024fd493e874	ar	difficult-pronounce
يا تارو روح وفرش أسنانك.	6134f620f09e59ab274a23e4f5fdd4ace007fcca41f75a1fc240bb4a73892485	ar	grammar-or-spelling
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	f86d9afa328ba1d6563a69d1ef0f4af80f7ac9419af6603b7e7a57c93d8dfef6	ar	different-language
توم ليس مؤهلاً لتدريس المدرسة الثانوية.	58d2423fa1079738e81aff76a65f0d237c22aa0414ddb636c82dd19134af3556	ar	grammar-or-spelling
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	37509f406718034d259038a86c2ca86b24871bffb6b7be733a2695e660e4384a	ar	different-language
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	37509f406718034d259038a86c2ca86b24871bffb6b7be733a2695e660e4384a	ar	different-language
خاب ضني بك	641d8d563688ce54701d3b7eb86762b411d00a2b412d263f3fecb2f44e330e76	ar	grammar-or-spelling
لَا أَدْرِي حَتَّى أَسْأَلَ جِبْرِيلَ	6722bb1a59cc79ee2935579f0d67d466c955620a14f733b2bed4cad846792335	ar	difficult-pronounce
منّاد يعلم.	681b2969b390784cec2a8d7967eed2713e680c9af706fcb43edb2c98a85790a5	ar	difficult-pronounce
آن آدم جوان چیز زیادی درمورد مملکت ‌ اش نمی ‌ داند.	1e640df424e9d9df642e039c5ec1b09e33c99a6e717c83f8b11eeefcefb37a6d	ar	different-language
چکار قراره بکنم من الان؟	36c7bf6cda7c6c92c4110c765f88d64a081a8c6b78debbd7aa34ed43ec77266f	ar	different-language
چکار قراره بکنم من الان؟	36c7bf6cda7c6c92c4110c765f88d64a081a8c6b78debbd7aa34ed43ec77266f	ar	difficult-pronounce
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	f86d9afa328ba1d6563a69d1ef0f4af80f7ac9419af6603b7e7a57c93d8dfef6	ar	different-language
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	f86d9afa328ba1d6563a69d1ef0f4af80f7ac9419af6603b7e7a57c93d8dfef6	ar	difficult-pronounce
القضيب هو أحد أعضاء الجهاز التناسلي الذكري.	591181945a455d29bb367f90ba0f68fa63249ea216fd3fb53c7f2a712cae630d	ar	offensive-language
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	f86d9afa328ba1d6563a69d1ef0f4af80f7ac9419af6603b7e7a57c93d8dfef6	ar	different-language
سأتصل عليك بعد ظهر الغد.	6569d0521cb2cdaa89a7077b29990ddbc32767e2e6cae15340532dbfe0cba238	ar	grammar-or-spelling
القضيب هو أحد أعضاء الجهاز التناسلي الذكري.	591181945a455d29bb367f90ba0f68fa63249ea216fd3fb53c7f2a712cae630d	ar	offensive-language
القضيب هو أحد أعضاء الجهاز التناسلي الذكري.	591181945a455d29bb367f90ba0f68fa63249ea216fd3fb53c7f2a712cae630d	ar	offensive-language
القضيب هو أحد أعضاء الجهاز التناسلي الذكري.	591181945a455d29bb367f90ba0f68fa63249ea216fd3fb53c7f2a712cae630d	ar	"???? ??? ????? ????? ??? ??? ??????
"
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	37509f406718034d259038a86c2ca86b24871bffb6b7be733a2695e660e4384a	ar	different-language
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	37509f406718034d259038a86c2ca86b24871bffb6b7be733a2695e660e4384a	ar	difficult-pronounce
لا يعرف توم انني في هنا	6470549e46dbe00b1a54c3b341e4e43a7918dda46ac29a07b58d836ed85c3462	ar	grammar-or-spelling
خاب ضني بك	641d8d563688ce54701d3b7eb86762b411d00a2b412d263f3fecb2f44e330e76	ar	grammar-or-spelling
آن آدم جوان چیز زیادی درمورد مملکت ‌ اش نمی ‌ داند.	1e640df424e9d9df642e039c5ec1b09e33c99a6e717c83f8b11eeefcefb37a6d	ar	different-language
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	f86d9afa328ba1d6563a69d1ef0f4af80f7ac9419af6603b7e7a57c93d8dfef6	ar	different-language
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	37509f406718034d259038a86c2ca86b24871bffb6b7be733a2695e660e4384a	ar	different-language
يا تارو روح وفرش أسنانك.	6134f620f09e59ab274a23e4f5fdd4ace007fcca41f75a1fc240bb4a73892485	ar	different-language
أنت لم تقم بغسل يديك إلي الآن ، أليس كذلك ؟	60bb562058ed2929e60aaf7d0f077310c7c24082673f9235f9c8afb3c1916166	ar	grammar-or-spelling
چکار قراره بکنم من الان؟	36c7bf6cda7c6c92c4110c765f88d64a081a8c6b78debbd7aa34ed43ec77266f	ar	different-language
أنا لم أفعل أى شىء غير قانوني.	636f694f11bf418ac9e079a817f2c46a7aa2f45cdf222bc5ef5a520c805a56d5	ar	grammar-or-spelling
عنده أبن صغير.	6b3f82d0641b2d934208423d918ad876ac57aac0e634094bcca4924e1dee0f2a	ar	grammar-or-spelling
أخلط هذا المحوق في فنجان من ماء.	5b92f260845cf6e4ad4e418819f581d3156505e38e230b124ca84a77d24d5476	ar	grammar-or-spelling
نُبَوِّئُهُمْ أَجْدَاثَهُمْ وَنَأْكُلُ تُرَاثَهُمْ كَأَنَّا مُخَلَّدُونَ بَعْدَهُمْ قَدْ نَسِينَا كُلَّ وَاعِظَةٍ	586e0e03fc5f8eec70f6bc4719405414afba9703e6a2bbdd6db0f043bc46f731	ar	difficult-pronounce
وجعلوا لله أندادا ليضلوا عن سبيله قل تمتعوا فإن مصيركم إلى النار	5e7596fbb84c0874ba20312e0cf0f0f309206695301e7715a28e0ac235bbb958	ar	difficult-pronounce
جاءت اإلى اليابان عندما كانت صغيرة.	71d3a49d99507c746973a1aa63d4a07be9e79e730785d5c45f82a7de7b804ddc	ar	grammar-or-spelling
يَعْنِي عَنْ الصَّبْرِ عَمَّا هُوَ إلَيْهِ مُفْتَقِرٌ وَاحْتِمَالِ مَا هُوَ عَنْهُ عَاجِزٌ	7339144e00fad9a40f20340d231dfde6793fef43348e40012e96d6892718bd60	ar	difficult-pronounce
وَلَنَبَّهَ عَلَيْهِ	705a68cd22250d53692d283e222fd763cd11e010ed74f9f22e776e68a4e036f0	ar	difficult-pronounce
هل يمكنك إخباري الطريق إلي المكتبة؟	6e8aa52555824bcc86c455347a8ed8779cf036fe4507b080355d00a9551fc5dd	ar	grammar-or-spelling
أنا لم أفعل أى شىء غير قانوني.	636f694f11bf418ac9e079a817f2c46a7aa2f45cdf222bc5ef5a520c805a56d5	ar	grammar-or-spelling
ثُمَّ جَعَلْنَاكَ عَلَى شَرِيعَةٍ مِنَ الْأَمْرِ فَاتَّبِعْهَا وَلَا تَتَّبِعْ أَهْوَاءَ الَّذِينَ لَا يَعْلَمُونَ	743fc98a3a49614919e7acc2b9f1f5fc9495838941ca0ced22e5f354de8f518b	ar	difficult-pronounce
آن آدم جوان چیز زیادی درمورد مملکت ‌ اش نمی ‌ داند.	1e640df424e9d9df642e039c5ec1b09e33c99a6e717c83f8b11eeefcefb37a6d	ar	difficult-pronounce
وَالثَّانِيَةُ مُكْتَسَبَةٌ بِالْقَصْدِ وَالِاخْتِيَارِ	6f5fa5cfbb40348806689ae772cc80802903cd557ae3266d2f7e6e64926ec646	ar	difficult-pronounce
فجعلهم جذاذا إلا كبيرا لهم لعلهم إليه يرجعون	6e9dded39c36cbfcc4dbe5e1bff46a412ba448ce56f55a063551e67a748041ae	ar	difficult-pronounce
وحشر لسليمان جنوده من الجن والإنس والطير فهم يوزعون	6b8fd98df79adda4b2c3e190805a0ba56b11d697f4a552c133c20fca37558bc4	ar	difficult-pronounce
ما بصدق	69bbc02de85432e73ac017ef16df8550723822fa57c96799111f7553be34b3d1	ar	darija 
چکار قراره بکنم من الان؟	36c7bf6cda7c6c92c4110c765f88d64a081a8c6b78debbd7aa34ed43ec77266f	ar	different-language
ولكم فيها جمال حين تريحون وحين تسرحون	761c4202d79a1df1d92a904cd679dbbc0a6794d3d4b76023fe4a18d2092a5074	ar	difficult-pronounce
القضيب هو أحد أعضاء الجهاز التناسلي الذكري.	591181945a455d29bb367f90ba0f68fa63249ea216fd3fb53c7f2a712cae630d	ar	????? ????
حاولت الفتاة جاهدا أن تقبض دموعها.	75bc4a7b8758f2b21048736a3fd88bf68bce81fa054647dbd6d9abf3b9a8f7ef	ar	grammar-or-spelling
لبقر ياطيونّا لحليب.	61a604f0a7487876bf64318271659e21ad38c70f052dde3f3e3c0c115d127569	ar	different-language
ما مدي قوه صداع رأسك	60644c00661ebe283b0cc7f2a233b0d661b4528be0c2fc2f81986a55d914d07c	ar	grammar-or-spelling
أغرب من وجهي	75d6faf4de05480c4cee603111c88c0479622b75040ef903f335fd81fdae61f2	ar	grammar-or-spelling
كيف يستطيع الترمس معرفة كيف يبقي الأشياء الحارة حارةً ؛ والباردة باردةً ؟	7b3cdcb7830ec74e3add9df7980362d047005655c8bea594d1a8875aa2085987	ar	grammar-or-spelling
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	37509f406718034d259038a86c2ca86b24871bffb6b7be733a2695e660e4384a	ar	different-language
أعتنق المستوطنون الديانة المسيحيّىة.	806cef05c95e94990268c397829550ac00542434697f110f872c46e5ab9cf4ef	ar	grammar-or-spelling
وفوق ذلك، فهي تملك حس فني.	798181faea2dfa6538d2e13efb000050539d933d9078bdd6c4b416c51ebf6eb4	ar	grammar-or-spelling
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	f86d9afa328ba1d6563a69d1ef0f4af80f7ac9419af6603b7e7a57c93d8dfef6	ar	different-language
أحضر منّاد باية و أمّهة إلى منزله.	806c6274dc3cc167420dd43098ade9c3ae4b1059f6255d0b78b93480e87f2fce	ar	grammar-or-spelling
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	37509f406718034d259038a86c2ca86b24871bffb6b7be733a2695e660e4384a	ar	different-language
أحضر منّاد باية و أمّهة إلى منزله.	806c6274dc3cc167420dd43098ade9c3ae4b1059f6255d0b78b93480e87f2fce	ar	grammar-or-spelling
خربشوا في كراسي.	6e55d090d97dafae4770f05163ad7d064f43a81d0fab9877de4e923a14bbe23e	ar	grammar-or-spelling
أتى سامي إلى البار كي يتناول فطور الصّباح.	7912fc66fa71a8df6a7ba478188788c418fbee7749d7654b6dfab899b13182e6	ar	different-language
لديه ، تقريبا ، خمسين ألف ين.	85fc1ae6445c4c535d9eba99da67ece41c70083600fb1fbfb3b799989a196dc6	ar	grammar-or-spelling
أنا لا أستطيع أن أضج. ينام الطفل.	6f09c89eda0c6f06cc0d11c91695bbce1f0e1decb81e0c0f83bbc06fc8e47f5e	ar	grammar-or-spelling
نماك الأماجد من يعرب لإفريقيا المنبع الأعذب	6fb8f311c7e5e6a7aade6dca255794d3bde4bf21bdc305a6f7f8d53584f60050	ar	difficult-pronounce
إن الله هو ربي وربكم فاعبدوه هذا صراط مستقيم	88e5b62940be417653c21dc886551f6b6b51a57f78a99a98a924b6d3e7154c00	ar	different-language
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	f86d9afa328ba1d6563a69d1ef0f4af80f7ac9419af6603b7e7a57c93d8dfef6	ar	different-language
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	37509f406718034d259038a86c2ca86b24871bffb6b7be733a2695e660e4384a	ar	different-language
نحن ترتدي الزي الرسمي في مدرستنا.	88dda4b76d0eae76cd9a14538d864922112fde295c4392c9f2e72146fe8621d8	ar	grammar-or-spelling
أحضر منّاد باية و أمّهة إلى منزله.	806c6274dc3cc167420dd43098ade9c3ae4b1059f6255d0b78b93480e87f2fce	ar	grammar-or-spelling
أخشي أني لا أتفق معك.	840fac304c850662f28353465de9cc6c4ae46b2ea5f8fc0439ba0177ac0c51ad	ar	grammar-or-spelling
فَلَيْسَ كُلُّ الزَّمَانِ مُسْتَسْعَدًا وَلَا مَا فَاتَ مُسْتَدْرَكًا	877615f260ec486b3df7bce25c9e970382d5ce97528eb21ef57287ea5c60d1a4	ar	grammar-or-spelling
آن آدم جوان چیز زیادی درمورد مملکت ‌ اش نمی ‌ داند.	1e640df424e9d9df642e039c5ec1b09e33c99a6e717c83f8b11eeefcefb37a6d	ar	different-language
چکار قراره بکنم من الان؟	36c7bf6cda7c6c92c4110c765f88d64a081a8c6b78debbd7aa34ed43ec77266f	ar	different-language
أنا لا أستطيع أن أضج. ينام الطفل.	6f09c89eda0c6f06cc0d11c91695bbce1f0e1decb81e0c0f83bbc06fc8e47f5e	ar	grammar-or-spelling
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	f86d9afa328ba1d6563a69d1ef0f4af80f7ac9419af6603b7e7a57c93d8dfef6	ar	different-language
بيتر هو رجلاً صادقاً.	87ad1c429095b9c465f45cb6abe075cab92c4d5740d637448e838eca9e6a4514	ar	grammar-or-spelling
هل تعملین فی جوار؟	87f9cdc326330c5d49f7a7386b70970fe209ec49bdd46c50c887a2d36291de7d	ar	grammar-or-spelling
انا متعب جدا لكي امشي اكثر من ذلك.	891ec539df333c05d2aa09d4ab2df4474233b9ff68ac99c8fd0d0e2d2d6e9376	ar	grammar-or-spelling
عندم أبتسم للدنيا، هي تنهال عليّ بالغضب.	8c173dfd22c09ec559e0e66c0c8d941a5884a69874aa4a3486c929564433ca5b	ar	grammar-or-spelling
أنا لا أستطيع أن أضج. ينام الطفل.	6f09c89eda0c6f06cc0d11c91695bbce1f0e1decb81e0c0f83bbc06fc8e47f5e	ar	grammar-or-spelling
نحن ترتدي الزي الرسمي في مدرستنا.	88dda4b76d0eae76cd9a14538d864922112fde295c4392c9f2e72146fe8621d8	ar	grammar-or-spelling
آن آدم جوان چیز زیادی درمورد مملکت ‌ اش نمی ‌ داند.	1e640df424e9d9df642e039c5ec1b09e33c99a6e717c83f8b11eeefcefb37a6d	ar	different-language
قف إزاء الباب المغلوق	89ec5a20113014b22722011dcbb0c4be803d04895fa9a7781994dd44b69cf5b3	ar	grammar-or-spelling
اننا ذاهبون إلى سينما ، فتعال معنا.	8b804d332dcee58b261983baca29de6a2346f2da3c1020ddc6cc24a72c72a2fe	ar	grammar-or-spelling
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	37509f406718034d259038a86c2ca86b24871bffb6b7be733a2695e660e4384a	ar	different-language
ليس معي أكثر من خمسة دولارات	87c4ad83ae67ef8d00301d2b6a42d9b33dd91be3f802b5261bd4b19638a361a5	ar	grammar-or-spelling
لا أشعر بتناول أي طعامٍ اليوم.	8a848095c235577681ed83f80c0937aff880156dec09c08591ceb06a85e1e167	ar	grammar-or-spelling
الشتي ، اكتر فصل بحبه	8bc310fab1d78dd56eb2caefafd4094ae7cd214f73496c2ee34cc5e7a4974bca	ar	grammar-or-spelling
هل عندك كمبيوترين؟	85e13ba862625d56bbc8fa5bae09fddead49f22266991edfe770d3ee262b3b49	ar	grammar-or-spelling
ماتش كوره القدم غدا.	834638f592c962e4fa3dab9a73a6539a4fa5576742e51bd3b3db2ab264ed6cc5	ar	grammar-or-spelling
هل تري هذا ؟	85efd7189437a798676fddb3c9cb37bef707e921697a588a5bea0471bbebefdb	ar	grammar-or-spelling
بيني وبينك ، طريقة تفكيره ضحلة.	89a59971fe5c51a84eecc3e946396972591a84e11e263064a012d707952399ff	ar	grammar-or-spelling
ربما توم لديهُ شيئاً لإخفائه.	8b8e0178d1ae2d208c3461fe210bf38a483a028e8885bb95fbe0d3cd287098ba	ar	grammar-or-spelling
اتصل علي حين ترجع.	8d2690e97c918cb3fd1eed5940202b930a22989ebca58d7c319224f29b314084	ar	grammar-or-spelling
أخشي أني لا أتفق معك.	840fac304c850662f28353465de9cc6c4ae46b2ea5f8fc0439ba0177ac0c51ad	ar	grammar-or-spelling
تدفأت علي النار.	8b6dbea2781116890da67b08a432e3a3172b351af763c605da68b9b4eef3124c	ar	grammar-or-spelling
أنتِ لماذا تسأليني كل هذهِ الأسئلة؟	8d63d746446c07fbfc15f31b0aaa6e73dda679d2b9bc4d51f3ae55a61e6e61c6	ar	grammar-or-spelling
أنت هو أجمل رجل رأيته في حياتي.	80bebfcccfeb15c4b18da5c9d3e074e934ec2b6da7c0ec05abead53d7289e636	ar	difficult-pronounce
وَتَرْكَ الْأَسْهَلِ بِالْأَصْعَبِ بَلَاءٌ	8ee0143539ae48d1cd680be25b8f8294c735cf4e0345463d006b9149c03125c5	ar	grammar-or-spelling
اننا ذاهبون إلى سينما ، فتعال معنا.	8b804d332dcee58b261983baca29de6a2346f2da3c1020ddc6cc24a72c72a2fe	ar	grammar-or-spelling
انا متعب جدا لكي امشي اكثر من ذلك.	891ec539df333c05d2aa09d4ab2df4474233b9ff68ac99c8fd0d0e2d2d6e9376	ar	grammar-or-spelling
أريد أن أموت مع جيتر ياني.	86dad8aaf00672ea7d8a946b19b84a1214c30eec354aaf9f46cd0eb134726551	ar	difficult-pronounce
الْعَالِمِ غَرِيبٌ وَإِقْلَالَهُ عَجِيبٌ	8f2f065f0a89977eeeacc0cc6b49ef82ce44f9bd2dd78d81bbecc84b06a18974	ar	grammar-or-spelling
وَأَنْتَ كَبِيرٌ حَيْثُ لَا تُحِبُّ	8d11841da2304d27fb298de44b0860cee98ed765fb854aec29c981bacfff1af2	ar	grammar-or-spelling
حين أوقدنا رمال العرب ثورة	8dadddc8cef6be3f35d1b83a76bf5cc1fce0b78f69276f0d61ef63e9efbb5905	ar	grammar-or-spelling
وَإِذَا أُلْقُوا مِنْهَا مَكَانًا ضَيِّقًا مُقَرَّنِينَ دَعَوْا هُنَالِكَ ثُبُورًا	8de0ac51c6a32868a8b420b281953abd8a1979ba96ead6b618b1bcd9956f1800	ar	grammar-or-spelling
الشتي ، اكتر فصل بحبه	8bc310fab1d78dd56eb2caefafd4094ae7cd214f73496c2ee34cc5e7a4974bca	ar	grammar-or-spelling
الشتي ، اكتر فصل بحبه	8bc310fab1d78dd56eb2caefafd4094ae7cd214f73496c2ee34cc5e7a4974bca	ar	difficult-pronounce
أنا التقيت فريد على الشارع.	8bcb1a35bc490ef832f8df80da26249e8440f518598ef43477f2aee0400a9827	ar	grammar-or-spelling
للطيور اعشاش ، وللعناكب شباك ، وللناس الصداقات.	8f1f2550cd502f068835681e7bd5e5aa8ef3b1bd9d1cf4954ae45a8a1b2f4e2b	ar	grammar-or-spelling
هناك ثلاث كلاب نائمون على بساط أمي.	8a5697d54d0e46401a3c388dafb97a2c02760cf59339eae1d6de1906bd4f1335	ar	grammar-or-spelling
أعرف ملحدين لديهم من الإنسانية أكثر من كل هؤلاء المتدينين والاشتراكيين.	8894766c0f57bc3172b45026ff0b9401e64af41fcd547fd470240b00de92def2	ar	offensive-language
إنها أظهرتها لي.	8f21946a32e7e2335efadf8b102e213316873b3fab15b1a2ef12bf6e27f36e70	ar	offensive-language
هيا نصنع تجارة.	8ff04896bd37e61eeccc4eca1da1beaa391a710bdcabec42dbce066cac635b90	ar	grammar-or-spelling
بيتر هو رجلاً صادقاً.	87ad1c429095b9c465f45cb6abe075cab92c4d5740d637448e838eca9e6a4514	ar	grammar-or-spelling
نور عيوني... تاج راسي.	83e43f781ab7c633286fb1f6e847415d3c118b9d4229d8cadc5d6e2cd97c23ce	ar	difficult-pronounce
أنا التقيت فريد على الشارع.	8bcb1a35bc490ef832f8df80da26249e8440f518598ef43477f2aee0400a9827	ar	grammar-or-spelling
وَأَنْتَ كَبِيرٌ حَيْثُ لَا تُحِبُّ	8d11841da2304d27fb298de44b0860cee98ed765fb854aec29c981bacfff1af2	ar	grammar-or-spelling
تدفأت علي النار.	8b6dbea2781116890da67b08a432e3a3172b351af763c605da68b9b4eef3124c	ar	difficult-pronounce
لا أحبه	8fad8b00a2b22739642a1e2cd3c84f31adc576aea44cf9d860a9e0be99f97933	ar	grammar-or-spelling
أطفئ توم المصابيح.	86d69052763eb08d40528d8ff8e690e44c2046976f1ef3e9c4c3594db755ee0f	ar	grammar-or-spelling
هل تعملین فی جوار؟	87f9cdc326330c5d49f7a7386b70970fe209ec49bdd46c50c887a2d36291de7d	ar	grammar-or-spelling
الشتي ، اكتر فصل بحبه	8bc310fab1d78dd56eb2caefafd4094ae7cd214f73496c2ee34cc5e7a4974bca	ar	different-language
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	37509f406718034d259038a86c2ca86b24871bffb6b7be733a2695e660e4384a	ar	different-language
منّاد يحبّ العهرات.	8ef828cefb70fc56957a2acb520c207606ec14e377c9f11af3c1c3f788b3c6a3	ar	grammar-or-spelling
آن آدم جوان چیز زیادی درمورد مملکت ‌ اش نمی ‌ داند.	1e640df424e9d9df642e039c5ec1b09e33c99a6e717c83f8b11eeefcefb37a6d	ar	different-language
آن آدم جوان چیز زیادی درمورد مملکت ‌ اش نمی ‌ داند.	1e640df424e9d9df642e039c5ec1b09e33c99a6e717c83f8b11eeefcefb37a6d	ar	different-language
بداخل الكتاب قصة تنتظر أن تهمسها.	8e1057d0e617fa8e639ca16e56f1f5f0eaa948b223e6e52a0f275fe60cd3d74e	ar	?????? ???? ??????? ?? ???? ????? ?? ???? ?? ????? ?????,
وَقَالَ آخَرُ الْأَيَّامُ صَحَائِفُ أَعْمَالِكُمْ ، فَخَلِّدُوهَا أَجْمَلَ أَفْعَالِكُمْ	90c7126ab306ec946011355c7d8a7e02c99ee71f76d209bd63ebc863169a4b7b	ar	"????? ??????? :
??????? ?????: ??????????? ????????? ????????????? ? ????????????? ???????? ?????????????."
يبدو أن العصافة هدأت.	8881a268bbe99e7d258a50bf13fb14c13edc6f1985b374f25eb4536c1683f621	ar	grammar-or-spelling
أحرق الجسوس الوثائق.	927795559769a0ad573b705356e0b5a428fe79d9bbd26c2939f13e8db4b2d80a	ar	grammar-or-spelling
منّاد يحبّ العهرات.	8ef828cefb70fc56957a2acb520c207606ec14e377c9f11af3c1c3f788b3c6a3	ar	offensive-language
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	f86d9afa328ba1d6563a69d1ef0f4af80f7ac9419af6603b7e7a57c93d8dfef6	ar	different-language
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	37509f406718034d259038a86c2ca86b24871bffb6b7be733a2695e660e4384a	ar	different-language
الأديان هي أكبر كذبة قيلت على الإطلاق.	926a7a517eb9c43090e4ee7743583868126601615077c96da844ff6f4ca7ca25	ar	offensive-language
لقد إحتالت عليه.	926b06dfaa086d478c84d2882bcc1d9d2f1ee4208d0da2df1a81354a1c3e2276	ar	grammar-or-spelling
وَلَدَ اللَّهُ وَإِنَّهُمْ لَكَاذِبُونَ	87e1623cd380d790fbf9af18f58cb8e3d91421eb9f5c1d24fa8bb1fd8e33c49f	ar	?????? ??? ????? ???????
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	37509f406718034d259038a86c2ca86b24871bffb6b7be733a2695e660e4384a	ar	different-language
ذهب لشرب البيرة مع الأصدقاء.	913844e355e06dac925da618b504884b3b1cc075445e6b351162be740c738fe8	ar	offensive-language
مِلك بِجدي جودن مِلكيخر خوشِ آرو سٌويمْكَ اِك جحان لدكيا	f86d9afa328ba1d6563a69d1ef0f4af80f7ac9419af6603b7e7a57c93d8dfef6	ar	different-language
كان سامي يواجه عقوبة قصوى تصل إلى ستّ مئة سنة سجنا.	9594cbe9bcf031109a541e4978c27745cb416ed52f4a0080017fcf859b28c8a0	ar	grammar-or-spelling
